LOB-RiskID,Program,Tranche,FileName,Program ID,Allocation method,Spend USD 2020,Spend USD 2021,Spend USD 2022,Spend USD 2023,Spend USD 2024,Spend USD 2025,Spend USD 2026
GO-LOCDM,"Maintenance, Preventative, Gas Valves",Main - Plastic Installed < 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C026,% of Total Cost (specify to the right),0.05351391733537037,0.05351391733537037,0.05351391733537037,0.05351391733537037,0.05351391733537037,0.05351391733537037,0.05351391733537037
GO-LOCDM,"Maintenance, Preventative, Gas Valves",Main - Plastic Installed >= 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C026,% of Total Cost (specify to the right),0.105318027916516,0.105318027916516,0.105318027916516,0.105318027916516,0.105318027916516,0.105318027916516,0.105318027916516
GO-LOCDM,"Maintenance, Preventative, Gas Valves",Main - Plastic Installed >= 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C026,% of Total Cost (specify to the right),0.1424860826646296,0.1424860826646296,0.1424860826646296,0.1424860826646296,0.1424860826646296,0.1424860826646296,0.1424860826646296
GO-LOCDM,Preventive Maintenance Gas Mains,Main - Steel Installed < 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C027,% of Total Cost (specify to the right),0.02458187736862823,0.02458187736862823,0.02458187736862823,0.02458187736862823,0.02458187736862823,0.02458187736862823,0.02458187736862823
GO-LOCDM,Preventive Maintenance Gas Mains,Main - Steel Installed < 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C027,% of Total Cost (specify to the right),0.01715412105513106,0.01715412105513106,0.01715412105513106,0.01715412105513106,0.01715412105513106,0.01715412105513106,0.01715412105513106
GO-LOCDM,Preventive Maintenance Gas Mains,Main - Steel Installed >= 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C027,% of Total Cost (specify to the right),0.1993246916907277,0.1993246916907277,0.1993246916907277,0.1993246916907277,0.1993246916907277,0.1993246916907277,0.1993246916907277
GO-LOCDM,Preventive Maintenance Gas Mains,Main - Steel Installed >= 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C027,% of Total Cost (specify to the right),0.2175429678297783,0.2175429678297783,0.2175429678297783,0.2175429678297783,0.2175429678297783,0.2175429678297783,0.2175429678297783
GO-LOCDM,Preventive Maintenance Gas Mains,Main - Plastic Installed < 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C027,% of Total Cost (specify to the right),0.063119310875372,0.063119310875372,0.063119310875372,0.063119310875372,0.063119310875372,0.063119310875372,0.063119310875372
GO-LOCDM,Preventive Maintenance Gas Mains,Main - Plastic Installed < 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C027,% of Total Cost (specify to the right),0.08903384180067345,0.08903384180067345,0.08903384180067345,0.08903384180067345,0.08903384180067345,0.08903384180067345,0.08903384180067345
GO-LOCDM,Preventive Maintenance Gas Mains,Main - Plastic Installed >= 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C027,% of Total Cost (specify to the right),0.1521818047074189,0.1521818047074189,0.1521818047074189,0.1521818047074189,0.1521818047074189,0.1521818047074189,0.1521818047074189
GO-LOCDM,Preventive Maintenance Gas Mains,Main - Plastic Installed >= 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-C027,% of Total Cost (specify to the right),0.2370613846722704,0.2370613846722704,0.2370613846722704,0.2370613846722704,0.2370613846722704,0.2370613846722704,0.2370613846722704
GO-LOCDM,Pipeline Replacement Program (Steel),Main - Steel Installed < 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M001,% of Total Cost (specify to the right),0.2381157336545515,0.2580369807968906,0.7584262207770225,0.3298701616345053,0.3529467882927443,0.343761913145773,0.3353486157353679
GO-LOCDM,Pipeline Replacement Program (Steel),Main - Steel Installed < 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M001,% of Total Cost (specify to the right),0.07112547888382709,0.0770759812769933,0.2265428971152146,0.09853264568303406,0.1054256640354951,0.1026821299006854,0.1001690670378372
GO-LOCDM,Pipeline Replacement Program (Steel),Service - Steel Installed < 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M001,% of Total Cost (specify to the right),0.1673715957360093,0.1538765757564186,0.002625983521179756,0.1992698976650499,0.1781277064726954,0.16991234101626,0.14760373115704
GO-LOCDM,Pipeline Replacement Program (Steel),Service - Steel Installed < 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M001,% of Total Cost (specify to the right),0.07173068388686114,0.1448250124766293,0.0008753278403932521,0.00905772262113863,0.009375142445931338,0.009439574500903334,0.0173651448420047
GO-LOCDM,Pipeline Replacement Program (Steel),Service - Steel Installed >= 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M001,% of Total Cost (specify to the right),0.1673715957360093,0.1448250124766293,0.005835518935955014,0.1992698976650499,0.1593774215808328,0.1887914900180667,0.2170643105250588
GO-LOCDM,Pipeline Replacement Program (Steel),Service - Steel Installed >= 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M001,% of Total Cost (specify to the right),0.09564091184914819,0.07241250623831463,0.0005835518935955014,0.00905772262113863,0.009375142445931338,0.009439574500903334,0.0173651448420047
GO-LOCDM,Pipeline Replacement Program (Steel),Service - Plastic Installed < 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M001,% of Total Cost (specify to the right),0.09564091184914819,0.07241250623831463,0.00408486325516851,0.1268081166959408,0.1218768517971074,0.14159361751355,0.1302385863150353
GO-LOCDM,Pipeline Replacement Program (Steel),Service - Plastic Installed < 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M001,% of Total Cost (specify to the right),0.05977556990571762,0.04525781639894665,0.0002917759467977507,0.0,0.03750056978372535,0.009439574500903334,0.00868257242100235
GO-LOCDM,Pipeline Replacement Program (Steel),Riser - Indoor - Steel Installed < 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M001,% of Total Cost (specify to the right),0.0007698368851493935,0.0006428667102123104,2.763029799221124e-06,0.0006089946080500405,0.0005504344996664233,0.0003128646851625158,0.0006577706379547236
GO-LOCDM,Pipeline Replacement Program (Steel),Riser - Indoor - Steel Installed >= 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M001,% of Total Cost (specify to the right),0.0004868086185503518,0.000557151148850669,3.509047845010828e-05,0.0002830538319105822,0.0002929732014353543,0.0003396816581764458,0.0009866559569320853
GO-LOCDM,Pipeline Replacement Program (Steel),Riser - Indoor - Plastic Installed < 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M001,% of Total Cost (specify to the right),0.0001811380906233867,0.0002057173472679393,8.841695357507598e-06,0.0002058573322986053,0.0004438987900535672,0.0002234747751160827,0.0003042189200540596
GO-LOCDM,Pipeline Replacement Program (Steel),Riser - Outdoor - Steel Installed < 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M001,% of Total Cost (specify to the right),0.007970075987429015,0.007080105368471579,0.000130415006523237,0.009589520729576693,0.008451832962619919,0.008268566679295061,0.006470818650879592
GO-LOCDM,Pipeline Replacement Program (Steel),Riser - Outdoor - Steel Installed >= 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M001,% of Total Cost (specify to the right),0.007879506942117321,0.006222949754855165,0.000275474070982346,0.0097953780618753,0.007617303237319213,0.008652943292494723,0.009628117713062266
GO-LOCDM,Pipeline Replacement Program (Steel),Riser - Outdoor - Plastic Installed < 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M001,% of Total Cost (specify to the right),0.004573736788240515,0.003051473984474433,0.0002017011753431421,0.006270071246261685,0.005788440222298516,0.006489707469371043,0.005903491475643644
GO-LOCDM,Pipeline Replacement Program (Steel),Riser - Indoor - Steel Installed < 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M001,% of Total Cost (specify to the right),0.0001584958292954634,0.0003171475770380731,5.526059598442248e-07,9.43512773035274e-05,5.326785480642806e-05,8.93899100464331e-06,0.0001315541275909447
GO-LOCDM,Pipeline Replacement Program (Steel),Riser - Indoor - Steel Installed >= 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M001,% of Total Cost (specify to the right),0.0001584958292954634,0.00024857512794876,0.0,3.430955538310088e-05,1.775595160214269e-05,0.0,8.222132974434045e-05
GO-LOCDM,Pipeline Replacement Program (Steel),Riser - Indoor - Plastic Installed < 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M001,% of Total Cost (specify to the right),3.396339199188501e-05,0.0001114302297701338,5.526059598442248e-07,8.57738884577522e-06,8.877975801071344e-06,0.0,4.933279784660427e-05
GO-LOCDM,Pipeline Replacement Program (Steel),Riser - Outdoor - Steel Installed < 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M001,% of Total Cost (specify to the right),0.003747294249771313,0.007071533812335414,3.812981122925151e-05,0.0007119232741993432,0.0006037023544728514,0.0001877188110975095,0.0005919935741592511
GO-LOCDM,Pipeline Replacement Program (Steel),Riser - Outdoor - Steel Installed >= 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M001,% of Total Cost (specify to the right),0.00420013947632978,0.003600053577188938,2.210423839376899e-05,0.000351672942676784,0.0006303362818760654,0.0002681697301392992,0.0008468796963667065
GO-LOCDM,Pipeline Replacement Program (Steel),Riser - Outdoor - Plastic Installed < 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M001,% of Total Cost (specify to the right),0.003068026409933613,0.002168603702449527,1.823599667485942e-05,0.0001801251657612796,0.001535889813585342,0.0001877188110975095,0.0005097722444149108
GO-LOCDM,Pipeline Replacement Program (Plastic),Main - Plastic Installed < 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M002,% of Total Cost (specify to the right),0.3599830634875276,0.3016988920902331,0.7002103895552766,0.2475498064250368,0.2518760545223606,0.2565979564739279,0.2736936178835959
GO-LOCDM,Pipeline Replacement Program (Plastic),Main - Plastic Installed < 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M002,% of Total Cost (specify to the right),0.1075274085741966,0.09011785088409562,0.2091537527243034,0.07394344867241359,0.07523570459758824,0.07664614284286159,0.08175263910808708
GO-LOCDM,Pipeline Replacement Program (Plastic),Service - Steel Installed >= 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M002,% of Total Cost (specify to the right),0.01840016169839068,0.01019604963416946,0.0009849113171766528,0.005615286909610543,0.01091963828698174,0.01239883177240898,0.01269450917827439
GO-LOCDM,Pipeline Replacement Program (Plastic),Service - Steel Installed >= 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M002,% of Total Cost (specify to the right),0.009200080849195342,0.007647037225627098,0.0,0.0,0.001819939714496957,0.003542523363545422,0.001813501311182056
GO-LOCDM,Pipeline Replacement Program (Plastic),Service - Plastic Installed < 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M002,% of Total Cost (specify to the right),0.3312029105710323,0.4078419853667786,0.08347123413072133,0.5914768878123104,0.5368822157766024,0.4906394858510409,0.4062242937047805
GO-LOCDM,Pipeline Replacement Program (Plastic),Service - Plastic Installed < 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M002,% of Total Cost (specify to the right),0.1472012935871255,0.152940744512542,0.001723594805059143,0.04866581988329137,0.09099698572484786,0.1275308410876352,0.1922311389852979
GO-LOCDM,Pipeline Replacement Program (Plastic),Riser - Indoor - Steel Installed >= 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M002,% of Total Cost (specify to the right),8.712197773859225e-05,5.793210019414468e-05,1.25911958161788e-05,1.59525196295754e-05,5.342626055814932e-05,5.199726527931254e-05,4.465060046470971e-05
GO-LOCDM,Pipeline Replacement Program (Plastic),Riser - Indoor - Plastic Installed < 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M002,% of Total Cost (specify to the right),0.0007347286789287947,0.0008738091779283488,0.0003285369426851098,0.001974567429705222,0.00160623467226436,0.001487792719443555,0.001427101884083607
GO-LOCDM,Pipeline Replacement Program (Plastic),Riser - Outdoor - Steel Installed >= 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M002,% of Total Cost (specify to the right),0.0008596035136874435,0.0005213889017473022,5.10642941433918e-05,0.0003013253707808688,0.0005084111891823887,0.0006139031965234964,0.0005993484446993727
GO-LOCDM,Pipeline Replacement Program (Plastic),Riser - Outdoor - Plastic Installed < 1985 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M002,% of Total Cost (specify to the right),0.01674194005543281,0.02003002364212552,0.003971589598832843,0.02800198945644803,0.02556360396319448,0.02384493945840991,0.0200257943084223
GO-LOCDM,Pipeline Replacement Program (Plastic),Riser - Indoor - Steel Installed >= 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M002,% of Total Cost (specify to the right),5.808131849239483e-06,2.413837508089362e-06,0.0,3.545004362127868e-06,5.170283279820901e-06,1.174131796629638e-05,3.434661574208439e-06
GO-LOCDM,Pipeline Replacement Program (Plastic),Riser - Indoor - Plastic Installed < 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M002,% of Total Cost (specify to the right),0.0002090927465726214,8.931198779930638e-05,1.3990217573532e-06,5.140256325085409e-05,0.0001671724927142092,0.0003421755521606373,0.0003863994270984494
GO-LOCDM,Pipeline Replacement Program (Plastic),Riser - Outdoor - Steel Installed >= 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M002,% of Total Cost (specify to the right),0.000360104174652848,0.0003475926011648681,9.326811715688001e-07,2.127002617276721e-05,5.687311607802991e-05,0.0001526371335618529,8.071454699389832e-05
GO-LOCDM,Pipeline Replacement Program (Plastic),Riser - Outdoor - Plastic Installed < 1985 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M002,% of Total Cost (specify to the right),0.007486681953669695,0.007634968038086651,9.00037330563892e-05,0.002378697926987799,0.004308569399850751,0.006139031965234964,0.00902285595544557
GO-LOCDM,Enhanced CP Survey and Unprotected Main Evaluation,Main - Steel Installed < 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M003,% of Total Cost (specify to the right),0.04898217154293841,0.04898217154293841,0.04898217154293841,0.04898217154293841,0.04898217154293841,0.04898217154293841,0.04898217154293841
GO-LOCDM,Enhanced CP Survey and Unprotected Main Evaluation,Main - Steel Installed < 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M003,% of Total Cost (specify to the right),0.02791457087930898,0.02791457087930898,0.02791457087930898,0.02791457087930898,0.02791457087930898,0.02791457087930898,0.02791457087930898
GO-LOCDM,Enhanced CP Survey and Unprotected Main Evaluation,Main - Steel Installed >= 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M003,% of Total Cost (specify to the right),0.3657862165222658,0.3657862165222658,0.3657862165222658,0.3657862165222658,0.3657862165222658,0.3657862165222658,0.3657862165222658
GO-LOCDM,Enhanced CP Survey and Unprotected Main Evaluation,Main - Steel Installed >= 1941 - Population Density Low,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M003,% of Total Cost (specify to the right),0.318647460037395,0.318647460037395,0.318647460037395,0.318647460037395,0.318647460037395,0.318647460037395,0.318647460037395
GO-LOCDM,Enhanced CP Survey and Unprotected Main Evaluation,Service - Steel Installed < 1941 - Population Density High,GO-LOCDM-3_RSE Input File.xlsm,LOCDM-M003,% of Total Cost (specify to the right),0.03073236246806942,0.03073236246806942,0.03073236246806942,0.03073236246806942,0.03073236246806942,0.03073236246806942,0.03073236246806942
